cow_id,date,milk_yield_liters,milk_conductivity_ms_cm,cow_activity,environment_temperature_c,milk_temperature_c,humidity_percent,previous_mastitis,days_since_last_mastitis,mastitis_today
COW_050,2026-01-04,15.94,5.49,382.2,21.7,38.44,75.1,0,999,0
COW_050,2026-01-05,16.21,5.54,375.7,19.5,38.64,72.6,0,999,0
COW_050,2026-01-06,11.13,5.86,349.1,18.7,38.84,76.2,0,999,1
COW_050,2026-01-07,15.71,5.4,364.7,17.7,38.74,75.6,1,1,1
COW_050,2026-01-08,12.87,6.36,352.2,23.1,39.15,65.8,1,1,1
COW_050,2026-01-09,13.24,5.83,293.3,17.3,39.16,76.9,1,1,1
COW_050,2026-01-10,15.1,5.64,360.5,23.4,38.89,72.0,1,1,1
COW_050,2026-01-11,16.53,5.69,382.8,16.9,38.69,79.5,1,1,1
COW_050,2026-01-12,16.63,5.17,368.4,19.6,38.35,72.0,1,1,0
COW_050,2026-01-13,17.4,5.93,354.6,22.1,38.71,70.5,1,2,0
COW_050,2026-01-14,17.07,5.14,366.3,19.9,38.77,69.5,1,3,0
COW_050,2026-01-15,17.58,5.47,370.2,25.6,38.83,77.2,1,4,0
COW_050,2026-01-16,15.29,5.81,408.9,23.3,38.8,63.5,1,5,0
COW_050,2026-01-17,16.7,4.42,376.2,23.5,38.87,74.0,1,6,0
COW_050,2026-01-18,17.42,5.47,367.3,20.0,38.75,72.5,1,7,0
COW_050,2026-01-19,14.4,5.26,410.9,24.9,38.59,73.4,1,8,0
COW_050,2026-01-20,17.02,4.7,367.8,21.6,38.65,70.7,1,9,0
COW_050,2026-01-21,16.72,6.04,370.5,24.6,38.75,70.5,1,10,0
COW_050,2026-01-22,16.97,5.11,396.8,25.8,38.78,71.4,1,11,0
COW_050,2026-01-23,15.96,5.38,362.3,24.9,38.58,72.7,1,12,0
COW_050,2026-01-24,16.27,5.58,373.6,21.4,38.55,69.1,1,13,0
COW_050,2026-01-25,16.02,5.61,355.2,23.0,38.75,72.6,1,14,0
COW_050,2026-01-26,16.91,4.84,375.3,24.7,38.76,67.2,1,15,0
COW_050,2026-01-27,14.0,4.95,352.1,21.3,38.56,61.1,1,16,0
COW_050,2026-01-28,17.54,5.59,370.5,24.5,38.8,64.1,1,17,0
COW_050,2026-01-29,17.09,5.76,378.0,25.3,38.76,59.9,1,18,0
COW_050,2026-01-30,20.34,5.21,378.4,27.2,38.71,68.6,1,19,0
COW_050,2026-01-31,16.18,5.51,380.6,24.2,38.51,72.2,1,20,0
COW_050,2026-02-01,16.31,5.13,348.4,25.9,38.84,63.0,1,21,0
COW_050,2026-02-02,15.65,5.45,322.8,24.1,38.73,56.6,1,22,0
COW_050,2026-02-03,15.92,4.77,369.6,26.1,38.63,62.7,1,23,0
COW_050,2026-02-04,17.19,5.35,352.2,20.0,38.68,58.7,1,24,0
COW_050,2026-02-05,13.81,4.92,379.8,25.6,38.62,69.4,1,25,0
COW_050,2026-02-06,17.72,5.37,390.8,23.8,38.74,58.5,1,26,0
COW_050,2026-02-07,15.76,4.94,378.7,20.9,38.73,67.6,1,27,0
COW_050,2026-02-08,16.01,5.52,379.1,24.5,38.49,60.1,1,28,0
COW_050,2026-02-09,14.53,5.86,358.5,22.4,38.56,63.7,1,29,0
COW_050,2026-02-10,17.39,4.9,367.3,24.7,38.66,56.9,1,30,0
COW_050,2026-02-11,15.88,4.98,376.1,20.9,38.71,55.7,1,31,0
COW_050,2026-02-12,16.14,5.08,396.6,22.1,38.83,56.9,1,32,0
COW_050,2026-02-13,17.44,4.92,359.8,26.1,38.76,57.2,1,33,0
COW_050,2026-02-14,16.5,4.89,384.7,20.2,38.64,54.0,1,34,0
COW_050,2026-02-15,18.07,5.16,404.5,22.2,38.8,51.1,1,35,0
COW_050,2026-02-16,15.48,5.44,375.8,22.2,38.6,52.7,1,36,0
COW_050,2026-02-17,16.59,5.04,350.8,24.4,38.61,58.2,1,37,0
COW_050,2026-02-18,17.71,5.24,379.1,26.1,38.8,56.4,1,38,0
COW_050,2026-02-19,14.38,5.47,409.6,15.4,38.64,62.9,1,39,0
COW_050,2026-02-20,13.98,5.29,390.5,22.4,38.65,59.4,1,40,0
COW_050,2026-02-21,16.62,5.45,362.8,19.1,38.53,56.3,1,41,0
COW_050,2026-02-22,15.85,5.45,358.2,21.2,38.87,55.3,1,42,0
COW_050,2026-02-23,13.38,4.72,389.5,17.1,38.68,67.1,1,43,0
COW_050,2026-02-24,16.21,5.55,389.8,22.0,38.63,57.5,1,44,0
COW_050,2026-02-25,16.61,4.22,377.2,22.7,38.64,58.2,1,45,0
COW_050,2026-02-26,18.59,5.03,378.9,18.4,38.8,60.4,1,46,0
COW_050,2026-02-27,16.96,5.32,396.9,21.1,38.53,52.7,1,47,0
COW_050,2026-02-28,18.36,5.54,350.3,20.7,38.56,54.2,1,48,0
COW_050,2026-03-01,13.7,5.59,389.7,19.3,38.57,57.5,1,49,0
COW_051,2026-01-01,26.35,5.09,312.0,22.4,38.4,81.6,0,999,0
COW_051,2026-01-02,25.68,4.98,252.6,23.1,38.54,76.7,0,999,0
COW_051,2026-01-03,25.35,5.13,277.0,16.8,38.61,70.9,0,999,0
COW_051,2026-01-04,26.65,4.69,236.8,21.7,38.53,75.1,0,999,0
COW_051,2026-01-05,23.96,5.42,245.6,19.5,38.47,72.6,0,999,0
COW_051,2026-01-06,24.51,5.73,302.7,18.7,38.4,76.2,0,999,0
COW_051,2026-01-07,22.27,4.91,264.1,17.7,38.53,75.6,0,999,0
COW_051,2026-01-08,24.81,5.4,257.5,23.1,38.59,65.8,0,999,0
COW_051,2026-01-09,25.68,5.19,277.0,17.3,38.33,76.9,0,999,0
COW_051,2026-01-10,25.05,5.2,261.8,23.4,38.49,72.0,0,999,0
COW_051,2026-01-11,25.46,5.16,263.8,16.9,38.5,79.5,0,999,0
COW_051,2026-01-12,24.56,4.85,256.2,19.6,38.43,72.0,0,999,0
COW_051,2026-01-13,24.44,5.24,279.6,22.1,38.53,70.5,0,999,0
COW_051,2026-01-14,24.81,5.16,282.5,19.9,38.51,69.5,0,999,0
COW_051,2026-01-15,25.46,5.24,253.6,25.6,38.7,77.2,0,999,0
COW_051,2026-01-16,22.42,5.49,243.3,23.3,38.55,63.5,0,999,0
COW_051,2026-01-17,25.9,4.97,269.0,23.5,38.67,74.0,0,999,0
COW_051,2026-01-18,27.13,5.11,268.0,20.0,38.54,72.5,0,999,0
COW_051,2026-01-19,24.21,4.78,239.4,24.9,38.63,73.4,0,999,0
COW_051,2026-01-20,24.88,5.7,255.8,21.6,38.76,70.7,0,999,0
COW_051,2026-01-21,22.02,5.54,247.2,24.6,38.56,70.5,0,999,1
COW_051,2026-01-22,20.47,5.55,237.0,25.8,38.72,71.4,1,1,1
COW_051,2026-01-23,21.65,5.99,210.1,24.9,38.94,72.7,1,1,1
COW_051,2026-01-24,19.33,6.86,216.4,21.4,38.86,69.1,1,1,1
COW_051,2026-01-25,22.71,6.38,229.7,23.0,38.84,72.6,1,1,1
COW_051,2026-01-26,23.42,5.19,255.9,24.7,38.84,67.2,1,1,1
COW_051,2026-01-27,24.65,4.64,235.4,21.3,38.55,61.1,1,1,1
COW_051,2026-01-28,23.57,5.26,259.5,24.5,38.48,64.1,1,1,0
COW_051,2026-01-29,23.58,4.78,280.4,25.3,38.6,59.9,1,2,0
COW_051,2026-01-30,25.91,6.05,264.5,27.2,38.47,68.6,1,3,0
COW_051,2026-01-31,24.74,5.77,284.4,24.2,38.51,72.2,1,4,0
COW_051,2026-02-01,24.54,5.39,273.4,25.9,38.71,63.0,1,5,0
COW_051,2026-02-02,24.62,5.25,259.3,24.1,38.75,56.6,1,6,0
COW_051,2026-02-03,23.08,4.58,251.9,26.1,38.54,62.7,1,7,0
COW_051,2026-02-04,23.08,4.52,284.0,20.0,38.52,58.7,1,8,0
COW_051,2026-02-05,24.62,5.13,293.6,25.6,38.62,69.4,1,9,0
COW_051,2026-02-06,24.77,4.89,275.6,23.8,38.57,58.5,1,10,0
COW_051,2026-02-07,26.89,5.06,282.9,20.9,38.45,67.6,1,11,0
COW_051,2026-02-08,24.04,4.48,279.1,24.5,38.58,60.1,1,12,0
COW_051,2026-02-09,25.68,5.71,249.6,22.4,38.43,63.7,1,13,0
COW_051,2026-02-10,23.96,4.38,261.3,24.7,38.7,56.9,1,14,0
COW_051,2026-02-11,24.97,4.56,258.4,20.9,38.55,55.7,1,15,0
COW_051,2026-02-12,26.06,5.39,258.6,22.1,38.5,56.9,1,16,0
COW_051,2026-02-13,25.62,4.91,280.2,26.1,38.54,57.2,1,17,0
COW_051,2026-02-14,26.77,5.2,229.5,20.2,38.62,54.0,1,18,0
COW_051,2026-02-15,25.21,5.28,305.3,22.2,38.51,51.1,1,19,0
COW_051,2026-02-16,23.05,5.56,232.8,22.2,38.45,52.7,1,20,0
COW_051,2026-02-17,24.96,4.8,263.6,24.4,38.57,58.2,1,21,0
COW_051,2026-02-18,26.75,4.27,266.4,26.1,38.51,56.4,1,22,0
COW_051,2026-02-19,24.23,5.35,274.1,15.4,38.58,62.9,1,23,0
COW_051,2026-02-20,23.4,5.53,249.0,22.4,38.71,59.4,1,24,0
COW_051,2026-02-21,24.13,5.48,266.6,19.1,38.34,56.3,1,25,0
COW_051,2026-02-22,24.48,5.71,279.6,21.2,38.49,55.3,1,26,0
COW_051,2026-02-23,26.47,5.21,294.4,17.1,38.53,67.1,1,27,0
COW_051,2026-02-24,24.56,5.46,269.3,22.0,38.61,57.5,1,28,0
COW_051,2026-02-25,23.87,5.52,282.5,22.7,38.71,58.2,1,29,0
COW_051,2026-02-26,23.28,4.71,251.4,18.4,38.51,60.4,1,30,0
COW_051,2026-02-27,23.31,5.34,256.9,21.1,38.69,52.7,1,31,0
COW_051,2026-02-28,27.43,4.91,251.0,20.7,38.63,54.2,1,32,0
COW_051,2026-03-01,25.02,5.24,288.7,19.3,38.51,57.5,1,33,0
COW_052,2026-01-01,24.02,4.02,293.8,22.4,38.34,81.6,0,999,0
COW_052,2026-01-02,26.34,4.93,322.0,23.1,38.31,76.7,0,999,0
COW_052,2026-01-03,24.34,3.81,297.0,16.8,38.48,70.9,0,999,0
COW_052,2026-01-04,24.45,3.93,330.9,21.7,38.29,75.1,0,999,0
COW_052,2026-01-05,25.16,4.28,273.0,19.5,38.48,72.6,0,999,0
COW_052,2026-01-06,23.2,4.84,301.8,18.7,38.34,76.2,0,999,0
COW_052,2026-01-07,25.0,4.61,285.4,17.7,38.39,75.6,0,999,0
COW_052,2026-01-08,24.23,3.69,308.1,23.1,38.69,65.8,0,999,0
COW_052,2026-01-09,25.98,4.43,289.8,17.3,38.33,76.9,0,999,0
COW_052,2026-01-10,24.82,4.52,254.0,23.4,38.09,72.0,0,999,0
COW_052,2026-01-11,25.84,4.38,279.2,16.9,38.25,79.5,0,999,0
COW_052,2026-01-12,24.63,4.3,322.6,19.6,38.24,72.0,0,999,0
COW_052,2026-01-13,26.22,4.65,293.2,22.1,38.47,70.5,0,999,0
COW_052,2026-01-14,25.83,4.01,286.3,19.9,38.42,69.5,0,999,0
COW_052,2026-01-15,24.58,4.66,317.9,25.6,38.44,77.2,0,999,0
COW_052,2026-01-16,24.57,4.2,290.4,23.3,38.35,63.5,0,999,0
COW_052,2026-01-17,26.34,4.24,293.8,23.5,38.5,74.0,0,999,0
COW_052,2026-01-18,24.9,4.29,312.7,20.0,38.51,72.5,0,999,0
COW_052,2026-01-19,25.35,5.03,300.0,24.9,38.54,73.4,0,999,0
COW_052,2026-01-20,27.65,4.23,287.6,21.6,38.47,70.7,0,999,0
COW_052,2026-01-21,25.11,4.12,290.7,24.6,38.26,70.5,0,999,0
COW_052,2026-01-22,25.33,4.5,316.5,25.8,38.59,71.4,0,999,0
COW_052,2026-01-23,24.92,5.18,277.7,24.9,38.26,72.7,0,999,0
COW_052,2026-01-24,23.81,4.04,310.6,21.4,38.57,69.1,0,999,0
COW_052,2026-01-25,27.37,3.79,312.4,23.0,38.58,72.6,0,999,0
COW_052,2026-01-26,26.5,4.23,300.0,24.7,38.31,67.2,0,999,0
COW_052,2026-01-27,26.2,3.93,309.3,21.3,38.29,61.1,0,999,0
COW_052,2026-01-28,25.74,4.36,290.5,24.5,38.54,64.1,0,999,0
COW_052,2026-01-29,27.13,4.14,300.3,25.3,38.31,59.9,0,999,0
COW_052,2026-01-30,24.75,4.19,274.3,27.2,38.6,68.6,0,999,0
COW_052,2026-01-31,25.42,4.26,295.9,24.2,38.56,72.2,0,999,0
COW_052,2026-02-01,26.53,4.64,284.9,25.9,38.47,63.0,0,999,0
COW_052,2026-02-02,23.99,4.42,314.6,24.1,38.55,56.6,0,999,0
COW_052,2026-02-03,24.53,4.74,308.3,26.1,38.43,62.7,0,999,0
COW_052,2026-02-04,26.2,4.88,312.3,20.0,38.25,58.7,0,999,0
COW_052,2026-02-05,24.97,4.59,282.5,25.6,38.63,69.4,0,999,0
COW_052,2026-02-06,25.68,4.29,287.7,23.8,38.33,58.5,0,999,0
COW_052,2026-02-07,26.15,4.74,285.0,20.9,38.55,67.6,0,999,0
COW_052,2026-02-08,24.84,4.17,305.6,24.5,38.28,60.1,0,999,0
COW_052,2026-02-09,23.66,4.11,282.8,22.4,38.47,63.7,0,999,0
COW_052,2026-02-10,23.74,4.58,312.1,24.7,38.6,56.9,0,999,0
COW_052,2026-02-11,24.71,4.3,333.6,20.9,38.54,55.7,0,999,0
COW_052,2026-02-12,24.97,4.85,301.4,22.1,38.38,56.9,0,999,0
COW_052,2026-02-13,28.28,4.82,330.9,26.1,38.33,57.2,0,999,0
COW_052,2026-02-14,27.46,4.39,293.9,20.2,38.42,54.0,0,999,0
COW_052,2026-02-15,25.91,4.82,312.9,22.2,38.3,51.1,0,999,0
COW_052,2026-02-16,24.1,4.38,296.7,22.2,38.39,52.7,0,999,0
COW_052,2026-02-17,26.94,4.51,344.5,24.4,38.59,58.2,0,999,0
COW_052,2026-02-18,24.94,3.83,340.0,26.1,38.42,56.4,0,999,0
COW_052,2026-02-19,26.41,4.21,325.8,15.4,38.47,62.9,0,999,0
COW_052,2026-02-20,24.0,3.76,300.4,22.4,38.44,59.4,0,999,0
COW_052,2026-02-21,26.22,4.17,285.4,19.1,38.15,56.3,0,999,0
COW_052,2026-02-22,24.64,3.88,284.2,21.2,38.41,55.3,0,999,0
COW_052,2026-02-23,25.68,4.21,301.9,17.1,38.55,67.1,0,999,0
COW_052,2026-02-24,24.97,4.0,311.1,22.0,38.5,57.5,0,999,0
COW_052,2026-02-25,24.46,4.21,261.3,22.7,38.33,58.2,0,999,0
COW_052,2026-02-26,24.19,3.91,290.4,18.4,38.37,60.4,0,999,0
COW_052,2026-02-27,25.07,4.33,324.4,21.1,38.41,52.7,0,999,0
COW_052,2026-02-28,26.08,5.08,314.7,20.7,38.34,54.2,0,999,0
COW_052,2026-03-01,23.08,4.32,323.2,19.3,38.49,57.5,0,999,0
COW_053,2026-01-01,20.94,4.39,232.4,22.4,38.63,81.6,0,999,0
COW_053,2026-01-02,20.72,4.19,239.0,23.1,38.59,76.7,0,999,0
COW_053,2026-01-03,23.12,4.41,210.2,16.8,38.82,70.9,0,999,0
COW_053,2026-01-04,23.19,5.51,254.8,21.7,38.59,75.1,0,999,0
COW_053,2026-01-05,21.64,5.3,216.1,19.5,38.54,72.6,0,999,0
COW_053,2026-01-06,20.92,4.06,219.2,18.7,38.61,76.2,0,999,0
COW_053,2026-01-07,22.24,3.96,232.5,17.7,38.6,75.6,0,999,0
COW_053,2026-01-08,22.05,4.65,246.2,23.1,38.82,65.8,0,999,0
COW_053,2026-01-09,20.64,4.41,256.6,17.3,38.75,76.9,0,999,0
COW_053,2026-01-10,22.45,3.99,247.3,23.4,38.49,72.0,0,999,0
COW_053,2026-01-11,19.55,4.1,237.8,16.9,38.76,79.5,0,999,0
COW_053,2026-01-12,20.41,3.74,247.3,19.6,38.76,72.0,0,999,0
COW_053,2026-01-13,21.9,5.09,232.8,22.1,38.58,70.5,0,999,0
COW_053,2026-01-14,22.98,4.27,228.2,19.9,38.63,69.5,0,999,0
COW_053,2026-01-15,20.39,4.27,257.5,25.6,38.64,77.2,0,999,0
COW_053,2026-01-16,22.67,3.77,259.0,23.3,38.92,63.5,0,999,0
COW_053,2026-01-17,20.16,4.44,241.7,23.5,38.65,74.0,0,999,0
COW_053,2026-01-18,23.64,4.42,220.8,20.0,38.7,72.5,0,999,0
COW_053,2026-01-19,20.5,4.42,222.0,24.9,38.66,73.4,0,999,0
COW_053,2026-01-20,22.34,3.82,261.9,21.6,38.72,70.7,0,999,0
COW_053,2026-01-21,23.23,4.89,200.7,24.6,38.79,70.5,0,999,0
COW_053,2026-01-22,18.02,4.5,215.7,25.8,38.79,71.4,0,999,1
COW_053,2026-01-23,17.97,5.12,242.1,24.9,39.01,72.7,1,1,1
COW_053,2026-01-24,18.11,5.73,196.3,21.4,38.79,69.1,1,1,1
COW_053,2026-01-25,20.55,5.1,222.6,23.0,39.1,72.6,1,1,1
COW_053,2026-01-26,18.02,4.83,225.5,24.7,38.86,67.2,1,1,1
COW_053,2026-01-27,21.38,4.26,217.3,21.3,38.82,61.1,1,1,0
COW_053,2026-01-28,21.86,4.48,201.3,24.5,38.71,64.1,1,2,0
COW_053,2026-01-29,21.32,4.71,198.8,25.3,38.63,59.9,1,3,0
COW_053,2026-01-30,23.54,4.14,196.8,27.2,38.71,68.6,1,4,0
COW_053,2026-01-31,20.43,4.64,241.6,24.2,38.62,72.2,1,5,0
COW_053,2026-02-01,20.93,4.6,240.4,25.9,38.65,63.0,1,6,0
COW_053,2026-02-02,20.28,5.16,225.5,24.1,38.91,56.6,1,7,0
COW_053,2026-02-03,21.66,4.8,241.4,26.1,38.8,62.7,1,8,0
COW_053,2026-02-04,21.58,3.98,227.1,20.0,38.63,58.7,1,9,0
COW_053,2026-02-05,20.99,4.29,233.1,25.6,38.84,69.4,1,10,0
COW_053,2026-02-06,21.22,4.75,222.7,23.8,38.74,58.5,1,11,0
COW_053,2026-02-07,24.41,3.99,222.6,20.9,38.48,67.6,1,12,0
COW_053,2026-02-08,21.66,4.42,232.4,24.5,38.63,60.1,1,13,0
COW_053,2026-02-09,20.47,4.43,204.9,22.4,38.81,63.7,1,14,0
COW_053,2026-02-10,19.72,4.36,222.3,24.7,38.69,56.9,1,15,0
COW_053,2026-02-11,19.46,4.4,208.4,20.9,38.71,55.7,1,16,0
COW_053,2026-02-12,20.47,4.4,197.5,22.1,38.8,56.9,1,17,0
COW_053,2026-02-13,22.7,4.22,280.6,26.1,38.87,57.2,1,18,0
COW_053,2026-02-14,21.08,4.24,216.1,20.2,38.62,54.0,1,19,0
COW_053,2026-02-15,21.25,4.4,204.9,22.2,38.86,51.1,1,20,0
COW_053,2026-02-16,22.33,5.06,236.8,22.2,38.82,52.7,1,21,0
COW_053,2026-02-17,19.89,4.63,197.9,24.4,38.62,58.2,1,22,0
COW_053,2026-02-18,24.39,4.29,229.8,26.1,38.86,56.4,1,23,0
COW_053,2026-02-19,21.34,4.06,212.2,15.4,38.79,62.9,1,24,0
COW_053,2026-02-20,21.74,4.71,240.7,22.4,38.71,59.4,1,25,0
COW_053,2026-02-21,21.4,4.45,223.6,19.1,38.65,56.3,1,26,0
COW_053,2026-02-22,21.99,4.92,200.0,21.2,38.98,55.3,1,27,0
COW_053,2026-02-23,22.22,4.57,212.0,17.1,38.61,67.1,1,28,0
COW_053,2026-02-24,22.12,4.5,206.9,22.0,38.59,57.5,1,29,0
COW_053,2026-02-25,20.5,4.13,235.0,22.7,38.58,58.2,1,30,0
COW_053,2026-02-26,22.32,3.9,247.7,18.4,39.06,60.4,1,31,0
COW_053,2026-02-27,22.32,4.22,221.1,21.1,38.56,52.7,1,32,0
COW_053,2026-02-28,22.68,4.47,197.6,20.7,38.52,54.2,1,33,0
COW_053,2026-03-01,19.28,4.68,212.1,19.3,38.79,57.5,1,34,0
COW_054,2026-01-01,28.04,4.65,351.5,22.4,38.64,81.6,0,999,0
COW_054,2026-01-02,27.76,4.11,347.9,23.1,38.64,76.7,0,999,0
COW_054,2026-01-03,27.41,4.17,351.6,16.8,38.57,70.9,0,999,0
COW_054,2026-01-04,28.23,4.57,342.7,21.7,38.64,75.1,0,999,0
COW_054,2026-01-05,29.62,4.17,369.1,19.5,38.39,72.6,0,999,0
COW_054,2026-01-06,28.9,4.09,361.8,18.7,38.5,76.2,0,999,0
COW_054,2026-01-07,27.8,3.82,352.2,17.7,38.67,75.6,0,999,0
COW_054,2026-01-08,29.05,3.82,351.9,23.1,38.69,65.8,0,999,0
COW_054,2026-01-09,28.34,4.03,387.6,17.3,38.39,76.9,0,999,0
COW_054,2026-01-10,28.44,4.16,367.9,23.4,38.61,72.0,0,999,0
COW_054,2026-01-11,27.13,4.27,353.4,16.9,38.58,79.5,0,999,0
COW_054,2026-01-12,27.93,4.4,328.8,19.6,38.78,72.0,0,999,0
COW_054,2026-01-13,25.58,5.27,330.0,22.1,38.87,70.5,0,999,1
COW_054,2026-01-14,22.09,5.8,295.4,19.9,39.26,69.5,1,1,1
COW_054,2026-01-15,17.66,6.38,280.0,25.6,39.71,77.2,1,1,1
COW_054,2026-01-16,16.8,7.06,221.5,23.3,39.61,63.5,1,1,1
COW_054,2026-01-17,15.42,6.89,200.5,23.5,39.62,74.0,1,1,1
COW_054,2026-01-18,19.38,7.35,259.7,20.0,39.59,72.5,1,1,1
COW_054,2026-01-19,22.67,5.74,273.6,24.9,38.96,73.4,1,1,1
COW_054,2026-01-20,23.07,4.85,324.8,21.6,38.99,70.7,1,1,1
COW_054,2026-01-21,27.63,4.47,376.7,24.6,38.56,70.5,1,1,0
COW_054,2026-01-22,27.82,4.22,381.9,25.8,38.59,71.4,1,2,0
COW_054,2026-01-23,31.27,4.14,347.0,24.9,38.41,72.7,1,3,0
COW_054,2026-01-24,30.0,4.4,339.9,21.4,38.48,69.1,1,4,0
COW_054,2026-01-25,29.29,4.08,362.3,23.0,38.65,72.6,1,5,0
COW_054,2026-01-26,28.19,3.72,351.2,24.7,38.52,67.2,1,6,0
COW_054,2026-01-27,27.21,4.58,367.4,21.3,38.55,61.1,1,7,0
COW_054,2026-01-28,28.19,4.42,344.4,24.5,38.65,64.1,1,8,0
COW_054,2026-01-29,28.18,4.28,353.1,25.3,38.98,59.9,1,9,0
COW_054,2026-01-30,27.49,4.21,327.3,27.2,38.66,68.6,1,10,0
COW_054,2026-01-31,30.79,4.29,344.6,24.2,38.56,72.2,1,11,0
COW_054,2026-02-01,29.95,4.85,337.3,25.9,38.68,63.0,1,12,0
COW_054,2026-02-02,28.59,4.88,397.4,24.1,38.78,56.6,1,13,0
COW_054,2026-02-03,27.53,4.08,386.6,26.1,38.59,62.7,1,14,0
COW_054,2026-02-04,27.79,3.89,358.6,20.0,38.47,58.7,1,15,0
COW_054,2026-02-05,29.18,4.44,334.2,25.6,38.5,69.4,1,16,0
COW_054,2026-02-06,29.84,4.73,349.4,23.8,38.58,58.5,1,17,0
COW_054,2026-02-07,27.46,4.35,376.0,20.9,38.72,67.6,1,18,0
COW_054,2026-02-08,28.56,4.26,330.3,24.5,38.5,60.1,1,19,0
COW_054,2026-02-09,28.63,4.31,345.9,22.4,38.67,63.7,1,20,0
COW_054,2026-02-10,29.21,4.31,368.4,24.7,38.57,56.9,1,21,0
COW_054,2026-02-11,30.57,4.09,362.0,20.9,38.27,55.7,1,22,0
COW_054,2026-02-12,28.24,4.42,350.3,22.1,38.39,56.9,1,23,0
COW_054,2026-02-13,27.88,4.02,354.0,26.1,38.7,57.2,1,24,0
COW_054,2026-02-14,28.29,5.0,360.2,20.2,38.28,54.0,1,25,0
COW_054,2026-02-15,29.11,4.35,380.9,22.2,38.52,51.1,1,26,0
COW_054,2026-02-16,28.4,5.1,318.2,22.2,38.48,52.7,1,27,0
COW_054,2026-02-17,29.03,4.23,318.3,24.4,38.62,58.2,1,28,0
COW_054,2026-02-18,28.16,4.32,378.8,26.1,38.64,56.4,1,29,0
COW_054,2026-02-19,27.96,4.51,348.5,15.4,38.49,62.9,1,30,0
COW_054,2026-02-20,29.62,4.15,366.2,22.4,38.5,59.4,1,31,0
COW_054,2026-02-21,28.1,4.19,345.1,19.1,38.53,56.3,1,32,0
COW_054,2026-02-22,28.38,4.85,340.1,21.2,38.59,55.3,1,33,0
COW_054,2026-02-23,30.08,4.98,341.5,17.1,38.65,67.1,1,34,0
COW_054,2026-02-24,28.96,4.74,344.5,22.0,38.51,57.5,1,35,0
COW_054,2026-02-25,28.27,4.21,356.9,22.7,38.84,58.2,1,36,0
COW_054,2026-02-26,29.51,4.25,350.9,18.4,38.59,60.4,1,37,0
COW_054,2026-02-27,28.49,4.31,336.2,21.1,38.52,52.7,1,38,0
COW_054,2026-02-28,25.68,3.75,349.8,20.7,38.6,54.2,1,39,0
COW_054,2026-03-01,30.64,4.51,365.7,19.3,38.54,57.5,1,40,0
COW_055,2026-01-01,29.51,5.6,346.8,22.4,38.38,81.6,0,999,0
COW_055,2026-01-02,28.82,5.53,332.6,23.1,38.54,76.7,0,999,0
COW_055,2026-01-03,26.9,5.71,344.3,16.8,38.57,70.9,0,999,0
COW_055,2026-01-04,28.78,5.09,371.8,21.7,38.67,75.1,0,999,0
COW_055,2026-01-05,28.75,6.18,338.6,19.5,38.56,72.6,0,999,0
COW_055,2026-01-06,28.33,6.2,318.7,18.7,38.78,76.2,0,999,0
COW_055,2026-01-07,25.31,6.14,348.4,17.7,38.75,75.6,0,999,1
COW_055,2026-01-08,27.49,6.1,302.9,23.1,38.87,65.8,1,1,1
COW_055,2026-01-09,26.64,6.59,326.6,17.3,38.75,76.9,1,1,1
COW_055,2026-01-10,22.33,6.96,294.9,23.4,38.97,72.0,1,1,1
COW_055,2026-01-11,27.04,6.68,314.1,16.9,38.72,79.5,1,1,1
COW_055,2026-01-12,25.05,6.4,319.6,19.6,38.89,72.0,1,1,1
COW_055,2026-01-13,26.4,5.82,320.7,22.1,38.75,70.5,1,1,1
COW_055,2026-01-14,26.64,6.45,330.9,19.9,38.55,69.5,1,1,1
COW_055,2026-01-15,29.02,4.67,375.4,25.6,38.43,77.2,1,1,0
COW_055,2026-01-16,29.58,5.78,319.7,23.3,38.65,63.5,1,2,0
COW_055,2026-01-17,27.68,5.47,348.5,23.5,38.58,74.0,1,3,0
COW_055,2026-01-18,27.3,5.67,336.3,20.0,38.55,72.5,1,4,0
COW_055,2026-01-19,28.44,5.05,319.8,24.9,38.55,73.4,1,5,0
COW_055,2026-01-20,29.0,5.2,361.5,21.6,38.58,70.7,1,6,0
COW_055,2026-01-21,28.94,5.41,311.4,24.6,38.68,70.5,1,7,0
COW_055,2026-01-22,27.64,5.0,325.1,25.8,38.63,71.4,1,8,0
COW_055,2026-01-23,25.65,5.41,358.2,24.9,38.62,72.7,1,9,0
COW_055,2026-01-24,29.94,5.38,360.8,21.4,38.4,69.1,1,10,0
COW_055,2026-01-25,29.22,5.49,364.5,23.0,38.53,72.6,1,11,0
COW_055,2026-01-26,27.24,5.7,369.7,24.7,38.64,67.2,1,12,0
COW_055,2026-01-27,28.45,5.1,357.1,21.3,38.55,61.1,1,13,0
COW_055,2026-01-28,29.35,5.59,376.8,24.5,38.54,64.1,1,14,0
COW_055,2026-01-29,27.88,5.88,358.8,25.3,38.75,59.9,1,15,0
COW_055,2026-01-30,28.49,5.6,315.8,27.2,38.64,68.6,1,16,0
COW_055,2026-01-31,28.84,5.62,326.4,24.2,38.47,72.2,1,17,0
COW_055,2026-02-01,29.76,5.84,335.9,25.9,38.76,63.0,1,18,0
COW_055,2026-02-02,29.63,4.94,338.2,24.1,38.76,56.6,1,19,0
COW_055,2026-02-03,26.6,5.02,351.4,26.1,38.8,62.7,1,20,0
